
# Curve 0 of 1, 88 points
# Curve title: "input using (bin(($2/$3),binwidth)):(1.0)"
# x y type
-10.855  1  i
-10.85  7  i
-10.845  9  i
-10.84  3  i
-10.835  6  i
-10.82  9  i
-10.81  3  i
-10.8  11  i
-10.795  7  i
-10.79  10  i
-10.785  13  i
-10.78  4  i
-10.775  6  i
-10.77  1  i
-10.755  3  i
-10.75  2  i
-10.74  2  i
-10.735  4  i
-10.72  4  i
-10.67  6  i
-10.56  3  i
-10.53  1  i
-10.46  1  i
-10.45  1  i
-10.44  1  i
-10.435  3  i
-10.43  3  i
-10.425  1  i
-10.42  1  i
-10.415  4  i
-10.41  1  i
-10.405  2  i
-10.395  2  i
-10.39  4  i
-10.385  1  i
-10.375  2  i
-10.37  2  i
-10.365  3  i
-10.36  1  i
-10.355  2  i
-10.35  3  i
-10.345  2  i
-10.34  2  i
-10.335  1  i
-10.33  2  i
-10.325  2  i
-10.32  1  i
-10.315  1  i
-10.31  4  i
-10.3  2  i
-10.295  1  i
-10.28  1  i
-10.275  2  i
-10.26  1  i
-10.185  2  i
-9.815  1  i
-9.8  1  i
-9.785  1  i
-9.78  1  i
-9.775  1  i
-9.75  1  i
-9.72  1  i
-9.7  1  i
-9.695  1  i
-9.69  3  i
-9.685  1  i
-9.68  1  i
-9.67  1  i
-9.66  1  i
-9.65  2  i
-9.645  2  i
-9.64  1  i
-9.625  1  i
-9.615  3  i
-9.61  1  i
-9.6  1  i
-9.595  1  i
-9.585  1  i
-9.58  2  i
-9.57  1  i
-9.55  2  i
-9.545  1  i
-9.535  1  i
-9.53  1  i
-9.515  1  i
-9.51  1  i
-9.41  1  i
-10.775  1  u

