
# Curve 0 of 1, 79 points
# Curve title: "input using (bin(($2/$3),binwidth)):(1.0)"
# x y type
-5.43  1  i
-5.425  6  i
-5.42  6  i
-5.415  3  i
-5.41  3  i
-5.395  4  i
-5.39  12  i
-5.385  15  i
-5.38  1  i
-5.375  3  i
-5.355  3  i
-5.345  3  i
-5.335  6  i
-5.33  5  i
-5.325  12  i
-5.32  10  i
-5.315  18  i
-5.31  5  i
-5.3  3  i
-5.295  2  i
-5.28  1  i
-5.265  1  i
-5.26  6  i
-5.25  3  i
-5.24  1  i
-5.225  3  i
-5.22  2  i
-5.215  1  i
-5.21  1  i
-5.205  2  i
-5.2  2  i
-5.195  2  i
-5.185  2  i
-5.18  1  i
-5.175  1  i
-5.17  2  i
-5.165  2  i
-5.16  1  i
-5.155  6  i
-5.135  1  i
-5.13  2  i
-5.12  1  i
-5.115  1  i
-5.06  1  i
-4.78  1  i
-4.73  1  i
-4.725  3  i
-4.72  3  i
-4.715  2  i
-4.71  1  i
-4.705  1  i
-4.7  3  i
-4.695  3  i
-4.69  3  i
-4.685  2  i
-4.68  4  i
-4.675  5  i
-4.67  4  i
-4.665  2  i
-4.66  4  i
-4.655  2  i
-4.65  3  i
-4.645  1  i
-4.64  2  i
-4.635  2  i
-4.63  3  i
-4.625  1  i
-4.62  1  i
-4.615  3  i
-4.61  3  i
-4.605  2  i
-4.6  1  i
-4.595  1  i
-4.59  1  i
-4.585  1  i
-4.58  1  i
-4.57  1  i
-4.565  1  i
-5.325  1  u

