#ID Energy/atom
AIMD/Mo_100.json -610.41006177 108
AIMD/Mo_101.json -560.15117446 108
AIMD/Mo_102.json -609.50384617 108
AIMD/Mo_103.json -621.48423922 108
AIMD/Mo_104.json -621.80436206 108
AIMD/Mo_105.json -622.42158208 108
AIMD/Mo_106.json -613.30411244 108
AIMD/Mo_107.json -610.25997301 108
AIMD/Mo_108.json -621.82939019 108
AIMD/Mo_109.json -555.77746539 108
AIMD/Mo_110.json -612.38320366 108
AIMD/Mo_111.json -621.37628399 108
AIMD/Mo_112.json -619.90426069 108
AIMD/Mo_113.json -617.99029382 108
AIMD/Mo_114.json -559.67240586 108
AIMD/Mo_115.json -620.87633634 108
AIMD/Mo_116.json -620.28367118 108
AIMD/Mo_117.json -611.89679684 108
AIMD/Mo_118.json -556.58678125 108
AIMD/Mo_119.json -610.96423642 108
AIMD/Mo_120.json -566.09815875 108
AIMD/Mo_121.json -621.08541417 108
AIMD/Mo_122.json -562.30764662 108
AIMD/Mo_123.json -613.10516455 108
AIMD/Mo_124.json -611.49839693 108
AIMD/Mo_125.json -610.84317933 108
AIMD/Mo_126.json -559.07390084 108
AIMD/Mo_127.json -620.01735749 108
AIMD/Mo_128.json -620.45827836 108
AIMD/Mo_129.json -610.29978127 108
AIMD/Mo_130.json -611.56814481 108
AIMD/Mo_131.json -611.39152424 108
AIMD/Mo_132.json -610.99208332 108
AIMD/Mo_133.json -618.83027847 108
AIMD/Mo_134.json -619.49736495 108
AIMD/Mo_135.json -611.81797044 108
AIMD/Mo_136.json -609.97039257 108
AIMD/Mo_137.json -620.01202852 108
AIMD/Mo_138.json -612.26978864 108
AIMD/Mo_139.json -612.40240997 108
AIMD/Mo_140.json -557.93870942 108
AIMD/Mo_141.json -619.48882856 108
AIMD/Mo_142.json -562.64550681 108
AIMD/Mo_143.json -619.91512638 108
AIMD/Mo_144.json -565.47439811 108
AIMD/Mo_145.json -556.56679353 108
AIMD/Mo_146.json -617.47920794 108
AIMD/Mo_147.json -620.40470016 108
AIMD/Mo_148.json -618.80316813 108
AIMD/Mo_149.json -560.92896517 108
AIMD/Mo_150.json -612.76705127 108
AIMD/Mo_151.json -621.25184743 108
AIMD/Mo_152.json -619.3445071 108
AIMD/Mo_153.json -620.43340085 108
AIMD/Mo_154.json -560.11643665 108
AIMD/Mo_47.json -619.08666252 108
AIMD/Mo_48.json -621.50538015 108
AIMD/Mo_49.json -560.15314381 108
AIMD/Mo_50.json -560.14384751 108
AIMD/Mo_51.json -557.12070704 108
AIMD/Mo_52.json -611.47974827 108
AIMD/Mo_53.json -622.04088987 108
AIMD/Mo_54.json -610.23208364 108
AIMD/Mo_55.json -558.50858124 108
AIMD/Mo_56.json -622.2617034 108
AIMD/Mo_57.json -560.2642142 108
AIMD/Mo_58.json -617.32096158 108
AIMD/Mo_59.json -562.35600842 108
AIMD/Mo_60.json -562.93523554 108
AIMD/Mo_61.json -621.57551801 108
AIMD/Mo_62.json -561.96969537 108
AIMD/Mo_63.json -619.23456478 108
AIMD/Mo_64.json -610.92492204 108
AIMD/Mo_65.json -610.91786708 108
AIMD/Mo_66.json -555.02526209 108
AIMD/Mo_67.json -558.27193412 108
AIMD/Mo_68.json -559.26116353 108
