
# Curve 0 of 1, 54 points
# Curve title: "input using (bin(($2/$3),binwidth)):(1.0)"
# x y type
-4.495  4  i
-4.49  6  i
-4.485  6  i
-4.48  3  i
-4.475  3  i
-4.46  9  i
-4.455  9  i
-4.45  10  i
-4.445  8  i
-4.44  4  i
-4.435  1  i
-4.425  10  i
-4.42  16  i
-4.415  20  i
-4.41  16  i
-4.405  5  i
-4.4  1  i
-4.395  3  i
-4.39  1  i
-4.385  4  i
-4.355  1  i
-4.34  6  i
-4.315  1  i
-4.245  6  i
-4.055  2  i
-4.05  1  i
-4.04  5  i
-4.035  2  i
-4.03  4  i
-4.025  3  i
-4.02  1  i
-4.015  3  i
-4.005  2  i
-4  1  i
-3.995  2  i
-3.99  6  i
-3.98  3  i
-3.975  4  i
-3.97  4  i
-3.965  6  i
-3.96  2  i
-3.955  11  i
-3.95  7  i
-3.945  3  i
-3.94  6  i
-3.935  2  i
-3.93  5  i
-3.925  2  i
-3.92  8  i
-3.915  1  i
-3.905  2  i
-3.9  1  i
-3.885  1  i
-4.445  1  u

